452,47:12:55N,009:01:31E,0,T,Kaltbrunn K, *Z20
453,46:29:45N,007:40:20E,0,T,KanderstgBhf, *Z20
454,47:27:30N,015:19:47E,0,TA,Kapfenberg, *Z100
455,47:35:00N,017:02:00E,0,T,Kapuvar Bhf, *Z20
456,47:41:34N,010:20:18E,705,TA,Kempten,122.0 07/25 *Z100
457,46:49:19N,007:33:04E,0,T,Kirchdorf K, *Z20
458,48:37:55N,009:25:55E,0,TA,KirchhmTck, *Z100
459,46:52:08N,008:51:18E,0,T,KlausenpassP, *Z20
460,47:34:35N,008:15:26E,0,T,Klingnau Bhf, *Z20
461,48:06:30N,008:45:50E,0,TA,Klippeneck, *Z100
462,47:02:12N,009:00:26E,0,T,KlontlrsStmr, *Z20
463,46:51:41N,009:54:00E,1210,TL,Klosters, *Z50
464,46:29:16N,007:57:38E,0,T,KlSchedggBhf, *Z20
465,48:31:20N,008:24:10E,0,T,Klstrrchnbch, *Z20
466,46:53:06N,009:52:34E,0,T,KlstrsDrfBhf, *Z20
467,46:52:16N,009:52:55E,0,T,KlstrsPltzBh, *Z20
468,47:18:20N,007:41:41E,0,T,Klus Bahnhof, *Z20
469,46:56:29N,008:28:27E,0,T,KlwnlpBrgstt, *Z20
470,46:40:45N,013:00:18E,0,T,Koetschach K, *Z20
471,48:44:30N,010:07:30E,0,T,KongsbrnnBhf, *Z20
472,46:58:21N,010:06:59E,0,T,KopsStamrMtt, *Z20
473,46:39:44N,007:43:42E,0,T,KrattigenBhf, *Z20
474,46:38:31N,013:11:10E,0,T,KrchbchGltlK, *Z20
475,47:13:20N,012:10:30E,0,T,Krimml K, *Z20
476,47:17:35N,009:19:45E,0,T,KrnbrgBrgstt, *Z20
477,47:05:05N,008:26:02E,0,T,Kuessnacht a, *Z20
478,47:33:53N,012:07:41E,0,TA,Kufstein, *Z100
479,45:38:06N,006:27:06E,374,TL,La Bathie, *Z50
480,46:40:43N,007:10:48E,1634,T,La Berra, *Z20
481,46:24:23N,006:15:29E,411,TA,La Cote,123.65 *Z100
482,43:58:55N,006:31:52E,929,TL,La MureAndre, *Z50
483,46:34:50N,009:55:32E,0,T,La Punt Bhf, *Z20
484,45:43:11N,006:56:55E,0,T,La Thuile K, *Z20
485,46:58:54N,006:36:32E,0,T,LaBrevineBhf, *Z20
486,47:11:38N,008:51:08E,0,T,Lachen K, *Z20
487,47:23:39N,007:51:20E,0,T,LaeflfngnBhf, *Z20
488,44:19:31N,006:01:52E,649,TL,LaMotteduCar, *Z50
489,47:08:50N,010:34:20E,0,T,Landeck Bhf, *Z20
490,46:58:01N,009:33:20E,0,T,LandquartBhf, *Z20
491,45:34:18N,006:44:06E,749,TL,Landry, *Z50
492,47:20:58N,007:46:04E,0,T,LangenbruckK, *Z20
493,47:10:58N,007:44:29E,480,TA,Langenthal,122.52 *Z100
494,47:13:09N,007:47:08E,0,T,LangenthlBhf, *Z20
495,46:56:07N,007:48:09E,680,TL,Langnau, *Z50
496,46:56:25N,007:47:01E,0,T,LangnauiEBhf, *Z20
497,47:33:24N,015:19:27E,0,TA,LanzenTurn, *Z100
498,46:55:10N,011:48:11E,0,T,LappachLppgK, *Z20
499,46:59:21N,006:47:34E,0,T,LaTourneBhf, *Z20
500,47:02:23N,008:36:04E,470,TL,Lauerzersee, *Z50
501,47:33:48N,008:03:45E,0,T,Laufenburg K, *Z20
502,46:32:43N,006:37:00E,622,TA,Lausanne,123.20 *Z100
503,46:46:08N,010:07:23E,1450,TL,Lavin, *Z50
504,46:26:37N,008:50:24E,0,T,Lavorgo K, *Z20
505,46:31:06N,010:19:14E,0,T,LCancanoStmr, *Z20
506,47:05:57N,006:49:32E,0,T,LChxdFndsBhf, *Z20
507,44:58:58N,006:29:38E,1499,TL,Le Casset, *Z50
